sa_finance1_cocode	sa_company_name	sa_finance1_year	sa_ann_rep_months	sa_fs_format	sa_pct_shares_hld_govt	sa_bd_tot_risk_wt_ast_and_contingencies	sa_bsl_cap_adeq_ratio	sa_bsl_t1_cap_adeq_ratio	sa_bsl_tot_elg_cap	sa_bsl_tier1_elg_cap	sa_bd_bsl3_cet1_cap_ratio	sa_bd_bsl3_cap_adeq_ratio	sa_bd_bsl3_t1_cap_adeq_ratio	sa_bd_bsl3_t2_cap_adeq_ratio	sa_bd_bsl3_cap_adeq_amt	sa_bd_cap_adeq_ratio_series	sa_bd_int_inc_pct_working_funds	sa_bd_non_int_inc_pct_working_funds	sa_bd_op_profit_pct_working_funds	sa_gnpa_advance	sa_bd_nnpa_pct_net_adv	sa_bd_return_on_ast	sa_bd_profit_per_employee	sa_bd_gross_npa_opening_bal	sa_bd_gross_npa_closing_bal	sa_bd_net_npa_opening_bal	sa_bd_net_npa_closing_bal	sa_bd_prov_for_npa	sa_total_gross_restruc_acs	sa_bd_non_corp_debt_restruct	sa_bd_corp_debt_restruct	sa_bd_total_no_borrower_restuct_acs	sa_bd_total_no_borrower_non_corp_debt_restruct	sa_bd_total_no_borrower_corp_debt_restruct	sa_bd_gross_npa_bank	sa_bd_gross_npa_rbi	sa_bd_divergence_gross_npa	sa_bd_net_npa_bank	sa_bd_net_npa_rbi	sa_bd_divergence_net_npa	sa_bd_credit_deposit_ratio	sa_net_int_margin	sa_bd_int_spread	sa_bd_avg_ret_on_adv	sa_bd_avg_cost_of_deposits
259528	EQUITAS SMALL FINANCE BANK LTD.	20190331	12	IGAAP	NA	NA	22.44	20.92	NA	NA	20.92	22.44	20.92	1.52	NA	22.44	14.39	1.92	2.89	2.53	1.44	1.43	1.5	2125.3	2957.1	1315	1864.2	1092.9	53.9	53.9	NA	3385	3385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261628	VAISHYA SAHAKARI BANK LTD.	20150331	12	IGAAP	NA	786.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.71	10.41	0.64	0.64	NA	NA	0.57	0.1	33.4	32.7	2.7	2.5	30.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.92
261628	VAISHYA SAHAKARI BANK LTD.	20160331	12	IGAAP	NA	748.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.87	10.3	0.53	0.37	NA	NA	0.34	0.1	32.7	39.4	2.5	8.1	31.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.84
261628	VAISHYA SAHAKARI BANK LTD.	20170331	12	IGAAP	NA	765.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.14	9.39	0.69	0.4	NA	NA	0.39	0.1	39.4	25.1	8.1	14.2	10.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.02
261628	VAISHYA SAHAKARI BANK LTD.	20180331	12	IGAAP	NA	813.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.14	8.99	1.13	0.71	NA	NA	0.66	0.1	25.1	32	14.2	20	12.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.25
261628	VAISHYA SAHAKARI BANK LTD.	20190331	12	IGAAP	NA	917.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	9.18	0.81	0.34	NA	NA	0.26	0.1	32	39.2	20	26.7	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2
266114	VIJAYA BANK [MERGED]	20090331	12	IGAAP	53.87	NA	13.15	7.74	46284.1	27259.5	NA	NA	NA	NA	NA	13.15	8.88	1.18	1.52	NA	0.82	0.59	0.2	5115	6988.2	1816.1	2922.9	4008.4	9743.2	9743.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.78	2.04	1.91	11.09	7.56
266114	VIJAYA BANK [MERGED]	20100331	12	IGAAP	53.87	NA	12.5	4.81	48417.4	29780.8	NA	NA	NA	NA	NA	12.5	7.89	1.03	1.6	NA	1.4	0.76	0.4	6988.2	9944.5	2922.9	5818.3	4084	16338.8	24795.2	578.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.71	2.54	2.2	10.26	6.21
266114	VIJAYA BANK [MERGED]	20110331	12	IGAAP	57.69	NA	13.88	9.88	62633.6	44577.3	NA	NA	NA	NA	NA	13.88	8.03	0.73	1.44	NA	1.52	0.72	0.6	9944.5	12591.9	5818.3	7411.6	5060.7	12029.4	11098.2	931.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	2.67	10.25	5.86
266114	VIJAYA BANK [MERGED]	20120331	12	IGAAP	55.02	NA	13.06	9.68	67077.9	49746.9	NA	NA	NA	NA	NA	13.06	9.2	0.61	1.42	NA	1.72	0.66	0.5	12591.9	17184.6	7411.6	9980.1	7161.9	29385.9	19410	3215.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2.47	2.2	11.73	7.68
266114	VIJAYA BANK [MERGED]	20130331	12	IGAAP	55.02	NA	11.32	8.54	67972.8	51269.1	NA	NA	NA	NA	NA	11.32	9.27	0.62	1.15	NA	1.3	0.59	0.5	17184.6	15329.4	9980.1	9096.9	6192.4	44021.9	34943	8511.7	8188	7808	29	NA	NA	NA	NA	NA	NA	77.95	2.13	1.92	11.54	8.07
266114	VIJAYA BANK [MERGED]	20140331	12	IGAAP	74.06	NA	10.97	8.3	74550	56389.3	8.12	10.56	8.12	2.44	NA	10.56	9.08	0.6	0.94	NA	1.55	0.35	0.3	15329.4	19858.6	9096.9	12623.7	7099.2	40047.1	27291	15054.3	10431	10532	62	NA	NA	NA	NA	NA	NA	NA	2.02	1.77	11.26	7.98
266114	VIJAYA BANK [MERGED]	20150331	12	IGAAP	74.06	NA	11.7	8.25	NA	NA	7.6	11.43	8.24	3.19	NA	11.43	9.15	0.66	0.94	NA	1.92	0.33	0.3	19858.6	24432.1	12623.7	16598.1	7697.5	52169.6	44395.1	7774.4	5853	5824	29	NA	NA	NA	NA	NA	NA	NA	1.93	1.71	11.34	8.1
266114	VIJAYA BANK [MERGED]	20160331	12	IGAAP	68.23	NA	12.9	9.47	NA	NA	8.31	12.58	9.45	3.13	NA	12.58	8.77	0.63	1.12	6.64	4.8	0.28	0.3	24432.1	60270.7	16597.1	42768.2	17304	21552.8	17293	4259.8	7158	7137	21	NA	NA	NA	NA	NA	NA	72.36	2.27	2	10.52	7.34
266114	VIJAYA BANK [MERGED]	20170331	12	IGAAP	70.33	NA	12.95	9.56	NA	NA	8.44	12.73	9.96	2.77	110514.9	12.73	8.14	1.09	1.59	6.59	4.36	0.49	0.5	60270.7	63817.8	42768.2	41181.6	22273.3	4370.4	3091.7	1278.7	4422	4411	11	60270.7	62563.7	2293	42768.2	44427.2	1659	72.79	2.77	2.31	9.89	6.5
266114	VIJAYA BANK [MERGED]	20180331	12	IGAAP	68.77	NA	13.32	10.75	NA	NA	10.36	13.9	11.71	2.19	136244.3	13.9	7.69	0.98	1.89	6.34	4.32	0.44	0.5	63817.8	75260.9	41181.6	50212.4	24426.4	496.9	496.9	NA	346	0	NA	63817.7	71195.7	7378	41181.6	45540.5	4358.9	75.45	3.1	2.63	9.14	5.65
270281	I N G VYSYA BANK LTD. [MERGED]	20090331	12	IGAAP	NA	NA	11.65	7	25624.1	15163.2	NA	NA	NA	NA	NA	11.65	8.26	2.02	1.57	NA	1.23	0.7	0.3	3318.1	2093.9	1032.3	2059.5	0	1827.5	1623.9	203.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA	NA	NA
270281	I N G VYSYA BANK LTD. [MERGED]	20100331	12	IGAAP	NA	NA	14.91	10.11	30549.9	20724.7	NA	NA	NA	NA	NA	14.91	7.42	2.06	2.13	NA	1.2	0.8	0.4	2093.9	2345.1	2004.2	2218.3	0	2743.9	1396.8	1347.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	NA	NA
270281	I N G VYSYA BANK LTD. [MERGED]	20110331	12	IGAAP	NA	NA	12.94	9.36	34076.2	24636.7	NA	NA	NA	NA	NA	12.94	7.49	1.82	1.77	NA	0.39	0.89	0.5	2345.1	1553.9	2218.3	917.9	0	641.6	20	621.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270281	I N G VYSYA BANK LTD. [MERGED]	20120331	12	IGAAP	NA	NA	14	11.24	47959.2	38498.3	NA	NA	NA	NA	NA	14	9.24	1.6	1.84	NA	0.18	1.09	0.5	1553.9	1495.1	917.9	524.9	370.3	1633.1	694.3	3713.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270281	I N G VYSYA BANK LTD. [MERGED]	20130331	12	IGAAP	NA	NA	13.24	10.49	56184.5	44525.7	NA	NA	NA	NA	NA	13.24	9.98	1.49	2.04	NA	0.03	1.26	0.6	1495.1	1213.9	524.9	91	524.5	3139.7	435.8	2703.9	20	9	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270281	I N G VYSYA BANK LTD. [MERGED]	20140331	12	IGAAP	NA	NA	0	0	0	0	14.63	16.76	14.63	2.13	NA	16.76	9.52	1.59	2.06	NA	0.28	1.2	0.7	1213.9	2629.5	91	1020	991.7	5090.4	105.4	4985.1	18	6	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275658	ZOROASTRIAN CO-OP. BANK LTD.	20090331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.38	8.31	0.34	1.69	NA	NA	1.15	0.8	71.2	50.2	20.7	23.7	119.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.33	NA	22.46	12.88	7.29
275658	ZOROASTRIAN CO-OP. BANK LTD.	20100331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.56	8.21	0.34	0.64	NA	NA	0.45	0.3	50.2	79.4	23.7	23.7	122.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.82	2.07	NA	12.62	7.24
275658	ZOROASTRIAN CO-OP. BANK LTD.	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.86	8.62	0.41	1.83	NA	NA	1.22	0.9	79.4	71.1	23.7	23.7	131.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.86	2.98	NA	12.05	6.31
275658	ZOROASTRIAN CO-OP. BANK LTD.	20120331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.51	9.18	0.42	2.14	NA	NA	1.55	1.1	71.1	14	23.7	23.7	133.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.82	2.86	NA	12.5	6.94
275658	ZOROASTRIAN CO-OP. BANK LTD.	20140331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.23	9.27	0.41	2	NA	NA	1.75	0.8	19.4	23.9	23.7	23.7	188.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3
275658	ZOROASTRIAN CO-OP. BANK LTD.	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.87	9.28	0.39	1.93	NA	NA	1.38	0.8	23.9	25.8	23.7	23.7	218.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	12.76	7.06
275658	ZOROASTRIAN CO-OP. BANK LTD.	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.12	9.12	0.46	1.7	NA	NA	1.21	0.8	25.8	86.5	23.7	24.7	236.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	NA	12.45	7.05
275658	ZOROASTRIAN CO-OP. BANK LTD.	20170331	12	IGAAP	NA	6705.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.99	8.12	0.32	1.25	1.58	NA	1.02	0.686	86.5	84	24.7	24.7	248.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA	11.92	6.69
275658	ZOROASTRIAN CO-OP. BANK LTD.	20180331	12	IGAAP	NA	7063.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.12	8.38	0.42	1.49	1.69	NA	1.03	0.855	84	105.5	24.7	26.7	274.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA	11.28	6.17
275658	ZOROASTRIAN CO-OP. BANK LTD.	20190331	12	IGAAP	NA	7773.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.56	7.98	0.36	1.49	2.65	NA	1.15	0.994	105.5	174.7	26.7	31.2	310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA	10.53	6.11
280713	VINAYAK LOCAL AREA BANK LTD.	20090331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280713	VINAYAK LOCAL AREA BANK LTD.	20100331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280713	VINAYAK LOCAL AREA BANK LTD.	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280713	VINAYAK LOCAL AREA BANK LTD.	20120331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280713	VINAYAK LOCAL AREA BANK LTD.	20130331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280713	VINAYAK LOCAL AREA BANK LTD.	20140331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317398	MIZUHO BANK LTD.	20090331	12	IGAAP	NA	18411	37.58	37.29	NA	NA	NA	NA	NA	NA	NA	37.58	7.34	2.17	4.14	NA	NA	2.43	3.8	65.8	63.6	NA	NA	63.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317398	MIZUHO BANK LTD.	20100331	12	IGAAP	NA	18425.2	38.98	38.6	7523.6	7449.9	NA	NA	NA	NA	NA	38.98	4.27	1.62	1.69	NA	NA	0.89	1.8	63.6	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317398	MIZUHO BANK LTD.	20110331	12	IGAAP	NA	33454.4	87.25	86.86	31877.2	31734.7	NA	NA	NA	NA	NA	87.25	5.01	2.18	4.21	NA	NA	2.37	4.7	63.4	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317398	MIZUHO BANK LTD.	20120331	12	IGAAP	NA	NA	60.27	59.94	32705.4	32526.4	NA	NA	NA	NA	NA	60.27	6.5	2.43	7.06	NA	0	4	10.4	63.4	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317398	MIZUHO BANK LTD.	20130331	12	IGAAP	NA	NA	48.11	47.68	34847	34535.2	NA	NA	NA	NA	NA	48.11	6.73	1.52	6.06	2.26	1.59	2.74	8.5	63.4	1253.4	0	877	376.4	1190	1190	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	36445	NA	NA
317398	MIZUHO BANK LTD.	20140331	12	IGAAP	NA	NA	34.98	34.57	36626.7	36189.2	34.57	34.98	34.57	0.41	NA	34.98	7.18	0.41	4.58	2.09	1.51	2.46	7.7	1253.4	1503.4	877	1080	423.4	1440	1440	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	47241	NA	NA
317398	MIZUHO BANK LTD.	20150331	12	IGAAP	NA	NA	31.55	31.08	38657.8	38088.4	31.08	31.55	31.08	0.47	NA	31.55	7.24	-0.01	4.03	2.01	1.03	1.79	5.9	1503.4	1366.2	1080	694.3	671.9	377	377	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	56887	NA	NA
317398	MIZUHO BANK LTD.	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	25.37	25.8	25.37	0.43	NA	25.8	6.1	0.55	3.01	0.07	NA	2.09	7.6	1366.2	63.4	694.3	NA	63.4	377	377	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	52450	NA	NA
317398	MIZUHO BANK LTD.	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	29.97	30.37	29.97	0.4	NA	30.37	5.89	0.5	2.12	0.08	NA	1.15	4.6	63.4	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47966	NA	NA
317398	MIZUHO BANK LTD.	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	28.39	28.8	28.39	0.41	NA	28.8	5.85	1.13	2.71	0.07	NA	1.41	5.5	63.4	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46927	NA	NA
317398	MIZUHO BANK LTD.	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	23.93	24.45	23.93	0.51	NA	24.45	6.16	0.85	2.55	0.06	NA	1.25	5.9	63.4	63.4	NA	NA	63.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53059	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20090331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	16.7	3.8	2	NA	2	1	NA	14.7	15.9	11	12.7	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20100331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.98	17.6	3.69	2.53	NA	NA	1.14	0	15.9	22.8	12.7	14.9	7.8	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104.7	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.83	17.57	3.84	3.64	NA	NA	1.37	0.1	22.8	21.6	14.9	8.5	13	NA	14.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.47	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20120331	12	IGAAP	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.12	17.3	3.08	2.61	NA	1.73	0.89	0	21.6	32.1	8.5	14.2	17.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.39	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20130331	12	IGAAP	NA	960.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.78	17.22	3.49	3.2	NA	0.85	1.68	0.1	32.1	26.7	14.2	7.9	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.21	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20140331	12	IGAAP	NA	1127.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.09	19.25	4.17	5.27	NA	0.54	2.6	0.1	26.7	21.3	7.9	5.9	15.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.75	NA	NA	NA	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.37	17	3	4	1.99	0.59	2	0.094	21.3	25.7	5.9	7.5	18.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.15	NA	NA	17.91	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20160331	12	IGAAP	NA	1446	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	16.64	2.9	3.02	2.09	0.63	1.71	0.096	25.7	29.9	7.5	8.9	20.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.84	NA	NA	17.23	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20170331	12	IGAAP	NA	1523.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.12	15.36	3.09	2.55	2.74	0.83	1.02	0.062	29.9	40.4	8.9	12	28.4	NA	NA	NA	NA	NA	NA	29.9	38.1	8.2	8.9	17.1	8.2	74.83	NA	NA	19.33	NA
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20180331	12	IGAAP	NA	1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.35	14.68	3.16	2.06	3.06	0.93	0.96	0.06	40.4	48.6	12	14.5	34.1	NA	NA	NA	NA	NA	NA	40.4	45.4	5	12	17.1	5.1	87.41	7.39	NA	18.11	7.09
319602	KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK LTD.	20190331	12	IGAAP	NA	1719.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.06	14.08	2.79	1.91	4.18	1.92	0.85	0.059	48.6	74.1	14.5	33.3	40.8	NA	NA	NA	NA	NA	NA	48.6	48.8	0.2	14.5	14.7	0.2	81.04	7.3	NA	16.84	6.98
338992	SHRI ARIHANT CO-OP. BANK LTD.	20090331	12	IGAAP	NA	715.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.96	9.73	0.58	1.92	NA	NA	0.91	0.385	46.6	41.3	13.7	9	32.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338992	SHRI ARIHANT CO-OP. BANK LTD.	20100331	12	IGAAP	NA	852.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.07	9.85	52	1.76	NA	NA	0.62	0.369	41.3	34.2	9	2.3	31.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338992	SHRI ARIHANT CO-OP. BANK LTD.	20110331	12	IGAAP	NA	1008.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.79	9.41	0.5	1.5	NA	NA	0.59	0.313	34.2	25.5	2.3	NA	33.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.95
338992	SHRI ARIHANT CO-OP. BANK LTD.	20120331	12	IGAAP	NA	1107.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.11	9.89	0.15	1.49	NA	NA	0.81	0.342	25.5	24.2	0	NA	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.35
338992	SHRI ARIHANT CO-OP. BANK LTD.	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338992	SHRI ARIHANT CO-OP. BANK LTD.	20180331	12	IGAAP	NA	1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.79	8.26	0.68	0.92	NA	NA	0.21	0.3	34.8	51.5	-0.5	26.7	24.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.98	NA
338992	SHRI ARIHANT CO-OP. BANK LTD.	20190331	12	IGAAP	NA	1517.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.44	8.14	0.71	0.48	NA	NA	0.37	0.2	51.5	37.2	26.7	10.9	26.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20090331	12	IGAAP	NA	NA	15.9	15.38	22219.2	21497.6	NA	NA	NA	NA	NA	15.9	7.25	10.09	12.16	NA	1.27	4.21	25.4	1214.3	614.8	224.1	89.2	747.1	NA	321.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20100331	12	IGAAP	NA	NA	23.63	22.92	30265.8	29348	NA	NA	NA	NA	NA	23.63	4.6	-1.06	-0.06	NA	2.88	0.09	0.6	614.8	952.8	89.2	291.4	887.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20110331	12	IGAAP	NA	NA	22.99	23.33	36220.8	35179.7	NA	NA	NA	NA	NA	22.99	5.44	3.98	6.1	NA	NA	3.56	21.9	952.8	272.1	291.4	NA	502.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20120331	12	IGAAP	NA	NA	23.41	23.41	47694.9	46602.2	NA	NA	NA	NA	NA	23.41	6.96	2.02	5.17	NA	NA	2.9	19.5	272.1	268.9	NA	NA	499.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20130331	12	IGAAP	NA	NA	26.32	26.32	53140.7	52015.8	NA	26.89	26.32	0.57	NA	26.89	7.05	2.56	5.25	NA	NA	3.07	27.7	268.9	244.1	NA	NA	474.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20140331	12	IGAAP	NA	NA	0	0	0	0	25.05	25.58	25.05	0.53	NA	25.58	6.64	3.95	6.14	NA	NA	3.51	34.177	244.1	234.1	NA	NA	464.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346831	"J P MORGAN CHASE BANK, NATIONAL ASSOCIATION"	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	16.68	17.07	16.68	0.39	NA	17.07	7.15	3.61	6.27	NA	NA	3.6	35.852	234.1	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
